header,../traces/uav/p02/1,0,proj,states-all,send-extract,true,INIT_APPLICBLE,0,0,NOT_INIT_APPLICABLE,0,0,PRIVATELY_DEPENDENT,0,0,PRIVATELY_INDEPENDENT,0,0,PRIVATELY_DETERMINISTIC,0,0,PRIVATELY_NONDETERMINISTIC,0,0,
header,../traces/logistics-small-factored/probLOGISTICS-4-0/1,0,proj,states-all,send-extract,true,INIT_APPLICBLE,1,9,NOT_INIT_APPLICABLE,1,9,PRIVATELY_DEPENDENT,0,8,PRIVATELY_INDEPENDENT,0,9,PRIVATELY_DETERMINISTIC,0,9,PRIVATELY_NONDETERMINISTIC,1,9,
